Unidade,Grupo,Mês venda,Procedimentos Padronizados,Quantidade
ITAIM,MEDICINA ESTÉTICA,Julho,PREENCHIMENTO,8.0
ITAIM,MEDICINA ESTÉTICA,Julho,PRÓ-BELLA,3.0
ITAIM,MEDICINA ESTÉTICA,Julho,PRÓ-MESO,10.0
ITAIM,MEDICINA ESTÉTICA,Julho,RADIESSE,2.0
ITAIM,MEDICINA ESTÉTICA,Julho,SCULPTRA,5.0
ITAIM,MEDICINA ESTÉTICA,Junho,BOTOX LIGHT,1.0
ITAIM,MEDICINA ESTÉTICA,Junho,BOTOX POWER,12.0
ITAIM,MEDICINA ESTÉTICA,Junho,PEELING QUÍMICO,9.0
ITAIM,MEDICINA ESTÉTICA,Junho,PREENCHIMENTO,3.0
ITAIM,MEDICINA ESTÉTICA,Junho,PRÓ-LIPO,10.0
ITAIM,MEDICINA ESTÉTICA,Junho,SCULPTRA,2.0
ITAIM,MEDICINA ESTÉTICA,Maio,BOTOX POWER,16.0
ITAIM,MEDICINA ESTÉTICA,Maio,DERMAROLLER,1.0
ITAIM,MEDICINA ESTÉTICA,Maio,PEELING QUÍMICO,1.0
ITAIM,MEDICINA ESTÉTICA,Maio,PREENCHIMENTO,11.0
ITAIM,MEDICINA ESTÉTICA,Maio,PRÓ-LIPO,10.0
ITAIM,MEDICINA ESTÉTICA,Maio,SCULPTRA,7.0
ITAIM,MEDICINA ESTÉTICA,Março,BOTOX POWER,9.0
ITAIM,MEDICINA ESTÉTICA,Março,PEELING QUÍMICO,9.0
ITAIM,MEDICINA ESTÉTICA,Março,PREENCHIMENTO,4.0
ITAIM,MEDICINA ESTÉTICA,Março,PRÓ-BELLA,4.0
ITAIM,MEDICINA ESTÉTICA,Março,PRÓ-LIPO,12.0
ITAIM,MEDICINA ESTÉTICA,Março,SCULPTRA,1.0
ITAIM,MEDICINA ESTÉTICA,Março,SECAGEM,8.0
ITAIM,MEDICINA ESTÉTICA,Novembro,BOTOX POWER,15.0
ITAIM,MEDICINA ESTÉTICA,Novembro,DERMAROLLER,6.0
ITAIM,MEDICINA ESTÉTICA,Novembro,PEELING QUÍMICO,3.0
ITAIM,MEDICINA ESTÉTICA,Novembro,PREENCHIMENTO,10.0
ITAIM,MEDICINA ESTÉTICA,Novembro,PRÓ-LIPO,5.0
ITAIM,MEDICINA ESTÉTICA,Novembro,RADIESSE,1.0
ITAIM,MEDICINA ESTÉTICA,Novembro,SCULPTRA,5.0
ITAIM,MEDICINA ESTÉTICA,Outubro,BOTOX LIGHT,1.0
ITAIM,MEDICINA ESTÉTICA,Outubro,BOTOX POWER,12.0
ITAIM,MEDICINA ESTÉTICA,Outubro,GLÚTEO MAX,5.0
ITAIM,MEDICINA ESTÉTICA,Outubro,PEELING QUÍMICO,6.0
ITAIM,MEDICINA ESTÉTICA,Outubro,PREENCHIMENTO,9.0
ITAIM,MEDICINA ESTÉTICA,Outubro,PRÓ-LIPO,12.0
ITAIM,MEDICINA ESTÉTICA,Outubro,PRÓ-MESO,10.0
ITAIM,MEDICINA ESTÉTICA,Outubro,RADIESSE,2.0
ITAIM,MEDICINA ESTÉTICA,Outubro,SCULPTRA,10.0
ITAIM,MEDICINA ESTÉTICA,Outubro,SECAGEM,10.0
ITAIM,MEDICINA ESTÉTICA,Setembro,BOTOX LIGHT,1.0
ITAIM,MEDICINA ESTÉTICA,Setembro,BOTOX POWER,14.0
ITAIM,MEDICINA ESTÉTICA,Setembro,DERMAROLLER,10.0
ITAIM,MEDICINA ESTÉTICA,Setembro,ENZIMA MELASMA,3.0
ITAIM,MEDICINA ESTÉTICA,Setembro,PEELING QUÍMICO,16.0
ITAIM,MEDICINA ESTÉTICA,Setembro,PREENCHIMENTO,7.0
ITAIM,MEDICINA ESTÉTICA,Setembro,PRÓ-LIPO,48.0
ITAIM,MEDICINA ESTÉTICA,Setembro,RADIESSE,2.0
ITAIM,MEDICINA ESTÉTICA,Setembro,SCULPTRA,7.0
ITAIM,ULTRAFORMER_III,Abril,ULTRAFORMER FULLFACE,11.0
ITAIM,ULTRAFORMER_III,Abril,ULTRAFORMER PAPADA,3.0
ITAIM,ULTRAFORMER_III,Agosto,ULTRAFORMER FULLFACE,15.0
ITAIM,ULTRAFORMER_III,Agosto,ULTRAFORMER INTERNO COXA,1.0
ITAIM,ULTRAFORMER_III,Agosto,ULTRAFORMER MAÇA DO ROSTO,1.0
ITAIM,ULTRAFORMER_III,Agosto,ULTRAFORMER OLHOS,3.0
ITAIM,ULTRAFORMER_III,Agosto,ULTRAFORMER PAPADA,11.0
ITAIM,ULTRAFORMER_III,Fevereiro,ULTRAFORMER FULLFACE,7.0
ITAIM,ULTRAFORMER_III,Fevereiro,ULTRAFORMER FULLFACE + PESCOÇO,1.0
ITAIM,ULTRAFORMER_III,Fevereiro,ULTRAFORMER MAÇA DO ROSTO,1.0
ITAIM,ULTRAFORMER_III,Fevereiro,ULTRAFORMER PAPADA,4.0
ITAIM,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE,2.0
ITAIM,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE + PESCOÇO,1.0
ITAIM,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE + PESCOÇO + PAPADA,1.0
ITAIM,ULTRAFORMER_III,Julho,ULTRAFORMER PAPADA,6.0
ITAIM,ULTRAFORMER_III,Julho,ULTRAFORMER PESCOÇO,1.0
ITAIM,ULTRAFORMER_III,Junho,ULTRAFORMER BRAÇO,1.0
ITAIM,ULTRAFORMER_III,Junho,ULTRAFORMER FULLFACE,6.0
ITAIM,ULTRAFORMER_III,Junho,ULTRAFORMER MAÇA DO ROSTO,1.0
ITAIM,ULTRAFORMER_III,Junho,ULTRAFORMER OLHOS,3.0
ITAIM,ULTRAFORMER_III,Junho,ULTRAFORMER PAPADA,10.0
ITAIM,ULTRAFORMER_III,Maio,ULTRAFORMER FULLFACE,4.0
ITAIM,ULTRAFORMER_III,Maio,ULTRAFORMER PAPADA,4.0
ITAIM,ULTRAFORMER_III,Maio,ULTRAFORMER PESCOÇO,1.0
ITAIM,ULTRAFORMER_III,Março,ULTRAFORMER FULLFACE,3.0
ITAIM,ULTRAFORMER_III,Março,ULTRAFORMER FULLFACE + PESCOÇO,1.0
ITAIM,ULTRAFORMER_III,Março,ULTRAFORMER MAÇA DO ROSTO,1.0
ITAIM,ULTRAFORMER_III,Março,ULTRAFORMER OLHOS,1.0
ITAIM,ULTRAFORMER_III,Março,ULTRAFORMER PAPADA,1.0
ITAIM,ULTRAFORMER_III,Novembro,ULTRAFORMER FULLFACE,7.0
ITAIM,ULTRAFORMER_III,Novembro,ULTRAFORMER MAÇA DO ROSTO,1.0
ITAIM,ULTRAFORMER_III,Novembro,ULTRAFORMER OLHOS,1.0
ITAIM,ULTRAFORMER_III,Novembro,ULTRAFORMER PAPADA,3.0
ITAIM,ULTRAFORMER_III,Outubro,ULTRAFORMER FULLFACE,7.0
ITAIM,ULTRAFORMER_III,Outubro,ULTRAFORMER MAÇA DO ROSTO,1.0
ITAIM,ULTRAFORMER_III,Outubro,ULTRAFORMER OLHOS,5.0
ITAIM,ULTRAFORMER_III,Outubro,ULTRAFORMER PAPADA,2.0
ITAIM,ULTRAFORMER_III,Setembro,ULTRAFORMER FULLFACE,11.0
ITAIM,ULTRAFORMER_III,Setembro,ULTRAFORMER MAÇA DO ROSTO,2.0
ITAIM,ULTRAFORMER_III,Setembro,ULTRAFORMER PAPADA,3.0
ITAIM,ULTRAFORMER_III,Setembro,ULTRAFORMER PESCOÇO,4.0
JARDINS,ESTÉTICA,Abril,CARBOXITERAPIA,40.0
JARDINS,ESTÉTICA,Abril,CRIOLIPÓLISE,47.0
JARDINS,ESTÉTICA,Abril,DRENAGEM,132.0
JARDINS,ESTÉTICA,Abril,DRENAGEM 30 MIN,17.0
JARDINS,ESTÉTICA,Abril,HECCUS,137.0
JARDINS,ESTÉTICA,Abril,LIMPEZA DE PELE,210.0
JARDINS,ESTÉTICA,Abril,PEELING DE DIAMANTE,14.0
JARDINS,ESTÉTICA,Abril,PRÓ- SHAPE,7.0
JARDINS,ESTÉTICA,Abril,PRÓ-SHAPE,15.0
JARDINS,ESTÉTICA,Abril,RADIOFREQUÊNCIA,21.0
JARDINS,ESTÉTICA,Agosto,CARBOXITERAPIA,36.0
JARDINS,ESTÉTICA,Agosto,CRIOLIPÓLISE,40.0
JARDINS,ESTÉTICA,Agosto,DRENAGEM,90.0
JARDINS,ESTÉTICA,Agosto,DRENAGEM 30 MIN,41.0
JARDINS,ESTÉTICA,Agosto,HECCUS,73.0
JARDINS,ESTÉTICA,Agosto,LIMPEZA DE PELE,86.0
JARDINS,ESTÉTICA,Agosto,PRÓ- SHAPE,10.0
JARDINS,ESTÉTICA,Agosto,PRÓ-SHAPE,10.0
JARDINS,ESTÉTICA,Agosto,RADIOFREQUÊNCIA,14.0
JARDINS,ESTÉTICA,Fevereiro,CARBOXITERAPIA,34.0
JARDINS,ESTÉTICA,Fevereiro,CRIOLIPÓLISE,24.0
JARDINS,ESTÉTICA,Fevereiro,DRENAGEM,170.0
JARDINS,ESTÉTICA,Fevereiro,DRENAGEM 30 MIN,46.0
JARDINS,ESTÉTICA,Fevereiro,HECCUS,60.0
JARDINS,ESTÉTICA,Fevereiro,HIDRATAÇÃO,3.0
JARDINS,ESTÉTICA,Fevereiro,LIMPEZA DE PELE,297.0
JARDINS,ESTÉTICA,Fevereiro,PEELING DE DIAMANTE,1.0
JARDINS,ESTÉTICA,Fevereiro,PRÓ-SHAPE,30.0
JARDINS,ESTÉTICA,Fevereiro,RADIOFREQUÊNCIA,30.0
JARDINS,ESTÉTICA,Julho,CARBOXITERAPIA,55.0
JARDINS,ESTÉTICA,Julho,CRIOLIPÓLISE,35.0
JARDINS,ESTÉTICA,Julho,DRENAGEM,107.0
JARDINS,ESTÉTICA,Julho,DRENAGEM 30 MIN,4.0
JARDINS,ESTÉTICA,Julho,HECCUS,31.0
JARDINS,ESTÉTICA,Julho,HIDRATAÇÃO,1.0
JARDINS,ESTÉTICA,Julho,LIMPEZA DE PELE,123.0
JARDINS,ESTÉTICA,Julho,PEELING DE DIAMANTE,2.0
JARDINS,ESTÉTICA,Julho,PRÓ- SHAPE,9.0
JARDINS,ESTÉTICA,Julho,RADIOFREQUÊNCIA,30.0
JARDINS,ESTÉTICA,Junho,CARBOXITERAPIA,23.0
JARDINS,ESTÉTICA,Junho,CRIOLIPÓLISE,26.0
JARDINS,ESTÉTICA,Junho,DRENAGEM,144.0
JARDINS,ESTÉTICA,Junho,DRENAGEM 30 MIN,23.0
JARDINS,ESTÉTICA,Junho,HECCUS,53.0
JARDINS,ESTÉTICA,Junho,LIMPEZA DE PELE,183.0
JARDINS,ESTÉTICA,Junho,PRÓ- SHAPE,70.0
JARDINS,ESTÉTICA,Junho,PRÓ-SHAPE,15.0
JARDINS,ESTÉTICA,Junho,RADIOFREQUÊNCIA,11.0
JARDINS,ESTÉTICA,Maio,CARBOXITERAPIA,28.0
JARDINS,ESTÉTICA,Maio,CRIOLIPÓLISE,26.0
JARDINS,ESTÉTICA,Maio,DRENAGEM,115.0
JARDINS,ESTÉTICA,Maio,DRENAGEM 30 MIN,32.0
JARDINS,ESTÉTICA,Maio,HECCUS,96.0
JARDINS,ESTÉTICA,Maio,LIMPEZA DE PELE,150.0
JARDINS,ESTÉTICA,Maio,PEELING DE DIAMANTE,2.0
JARDINS,ESTÉTICA,Maio,RADIOFREQUÊNCIA,22.0
JARDINS,ESTÉTICA,Março,CARBOXITERAPIA,25.0
JARDINS,ESTÉTICA,Março,CRIOLIPÓLISE,21.0
JARDINS,ESTÉTICA,Março,DRENAGEM,175.0
JARDINS,ESTÉTICA,Março,DRENAGEM 30 MIN,15.0
JARDINS,ESTÉTICA,Março,HECCUS,77.0
JARDINS,ESTÉTICA,Março,HIDRATAÇÃO,3.0
JARDINS,ESTÉTICA,Março,LIMPEZA DE PELE,143.0
JARDINS,ESTÉTICA,Março,PEELING DE DIAMANTE,1.0
JARDINS,ESTÉTICA,Março,RADIOFREQUÊNCIA,5.0
JARDINS,ESTÉTICA,Novembro,CARBOXITERAPIA,14.0
JARDINS,ESTÉTICA,Novembro,CRIOLIPÓLISE,23.0
JARDINS,ESTÉTICA,Novembro,DRENAGEM,46.0
JARDINS,ESTÉTICA,Novembro,DRENAGEM 30 MIN,18.0
JARDINS,ESTÉTICA,Novembro,HECCUS,31.0
JARDINS,ESTÉTICA,Novembro,LIMPEZA DE PELE,208.0
JARDINS,ESTÉTICA,Novembro,PRÓ- SHAPE,38.0
JARDINS,ESTÉTICA,Novembro,RADIOFREQUÊNCIA,17.0
JARDINS,ESTÉTICA,Outubro,CARBOXITERAPIA,46.0
JARDINS,ESTÉTICA,Outubro,CRIOLIPÓLISE,20.0
JARDINS,ESTÉTICA,Outubro,DRENAGEM,101.0
JARDINS,ESTÉTICA,Outubro,DRENAGEM 30 MIN,1.0
JARDINS,ESTÉTICA,Outubro,HECCUS,21.0
JARDINS,ESTÉTICA,Outubro,LIMPEZA DE PELE,108.0
JARDINS,ESTÉTICA,Outubro,PEELING DE DIAMANTE,1.0
JARDINS,ESTÉTICA,Outubro,PRÓ- SHAPE,11.0
JARDINS,ESTÉTICA,Outubro,RADIOFREQUÊNCIA,74.0
JARDINS,ESTÉTICA,Setembro,CARBOXITERAPIA,40.0
JARDINS,ESTÉTICA,Setembro,CRIOLIPÓLISE,22.0
JARDINS,ESTÉTICA,Setembro,DRENAGEM,79.0
JARDINS,ESTÉTICA,Setembro,DRENAGEM 30 MIN,10.0
JARDINS,ESTÉTICA,Setembro,HECCUS,44.0
JARDINS,ESTÉTICA,Setembro,HIDRATAÇÃO,2.0
JARDINS,ESTÉTICA,Setembro,LIMPEZA DE PELE,83.0
JARDINS,ESTÉTICA,Setembro,PRÓ- SHAPE,10.0
JARDINS,ESTÉTICA,Setembro,PRÓ-SHAPE,2.0
JARDINS,ESTÉTICA,Setembro,RADIOFREQUÊNCIA,21.0
JARDINS,LAVIEEN,Abril,LAVIEEN,112.0
JARDINS,LAVIEEN,Abril,PRÓ-SÉRUM,54.0
JARDINS,LAVIEEN,Agosto,LAVIEEN,62.0
JARDINS,LAVIEEN,Agosto,PRÓ-SÉRUM,40.0
JARDINS,LAVIEEN,Fevereiro,LAVIEEN,129.0
JARDINS,LAVIEEN,Julho,LAVIEEN,70.0
JARDINS,LAVIEEN,Julho,PRÓ-SÉRUM,58.0
JARDINS,LAVIEEN,Junho,LAVIEEN,45.0
JARDINS,LAVIEEN,Junho,PRÓ-SÉRUM,58.0
JARDINS,LAVIEEN,Maio,LAVIEEN,71.0
JARDINS,LAVIEEN,Maio,PRÓ-SÉRUM,77.0
JARDINS,LAVIEEN,Março,LAVIEEN,82.0
JARDINS,LAVIEEN,Novembro,LAVIEEN,19.0
JARDINS,LAVIEEN,Novembro,PRÓ-SÉRUM,10.0
JARDINS,LAVIEEN,Outubro,LAVIEEN,37.0
JARDINS,LAVIEEN,Outubro,PRÓ-SÉRUM,45.0
JARDINS,LAVIEEN,Setembro,LAVIEEN,50.0
JARDINS,LAVIEEN,Setembro,PRÓ-SÉRUM,40.0
JARDINS,MEDICINA ESTÉTICA,Abril,BOTOX LIGHT,11.0
JARDINS,MEDICINA ESTÉTICA,Abril,BOTOX POWER,114.0
JARDINS,MEDICINA ESTÉTICA,Abril,CO2 ROSTO,3.0
JARDINS,MEDICINA ESTÉTICA,Abril,DERMAROLLER,8.0
JARDINS,MEDICINA ESTÉTICA,Abril,PEELING QUÍMICO,27.0
JARDINS,MEDICINA ESTÉTICA,Abril,PREENCHIMENTO,110.0
JARDINS,MEDICINA ESTÉTICA,Abril,PRÓ-BELLA,6.0
JARDINS,MEDICINA ESTÉTICA,Abril,PRÓ-LIPO,95.0
JARDINS,MEDICINA ESTÉTICA,Abril,PRÓ-MESO,10.0
JARDINS,MEDICINA ESTÉTICA,Abril,RADIESSE,18.0
JARDINS,MEDICINA ESTÉTICA,Abril,SCULPTRA,98.0
JARDINS,MEDICINA ESTÉTICA,Abril,SECAGEM,6.0
JARDINS,MEDICINA ESTÉTICA,Agosto,BOTOX LIGHT,19.0
JARDINS,MEDICINA ESTÉTICA,Agosto,BOTOX POWER,91.0
JARDINS,MEDICINA ESTÉTICA,Agosto,CO2 OLHEIRAS,3.0
JARDINS,MEDICINA ESTÉTICA,Agosto,CO2 ROSTO,17.0
JARDINS,MEDICINA ESTÉTICA,Agosto,DERMAROLLER,1.0
JARDINS,MEDICINA ESTÉTICA,Agosto,PEELING QUÍMICO,7.0
JARDINS,MEDICINA ESTÉTICA,Agosto,PREENCHIMENTO,100.0
JARDINS,MEDICINA ESTÉTICA,Agosto,PRÓ-BELLA,1.0
JARDINS,MEDICINA ESTÉTICA,Agosto,PRÓ-LIPO,75.0
JARDINS,MEDICINA ESTÉTICA,Agosto,PRÓ-MESO,5.0
JARDINS,MEDICINA ESTÉTICA,Agosto,RADIESSE,15.0
JARDINS,MEDICINA ESTÉTICA,Agosto,SCULPTRA,81.0
JARDINS,MEDICINA ESTÉTICA,Agosto,SECAGEM,8.0
JARDINS,MEDICINA ESTÉTICA,Fevereiro,BOTOX LIGHT,12.0
JARDINS,MEDICINA ESTÉTICA,Fevereiro,BOTOX POWER,90.0
JARDINS,MEDICINA ESTÉTICA,Fevereiro,CO2 CICATRIZ,4.0
JARDINS,MEDICINA ESTÉTICA,Fevereiro,CO2 PESCOÇO,1.0
JARDINS,MEDICINA ESTÉTICA,Fevereiro,CO2 ROSTO,19.0
JARDINS,MEDICINA ESTÉTICA,Fevereiro,DERMAROLLER,1.0
JARDINS,MEDICINA ESTÉTICA,Fevereiro,PEELING QUÍMICO,28.0
JARDINS,MEDICINA ESTÉTICA,Fevereiro,PREENCHIMENTO,64.0
JARDINS,MEDICINA ESTÉTICA,Fevereiro,PRÓ-BELLA,4.0
JARDINS,MEDICINA ESTÉTICA,Fevereiro,PRÓ-LIPO,67.0
JARDINS,MEDICINA ESTÉTICA,Fevereiro,PRÓ-MESO,5.0
JARDINS,MEDICINA ESTÉTICA,Fevereiro,RADIESSE,20.0
JARDINS,MEDICINA ESTÉTICA,Fevereiro,SCULPTRA,38.0
JARDINS,MEDICINA ESTÉTICA,Fevereiro,SECAGEM,16.0
JARDINS,MEDICINA ESTÉTICA,Julho,BOTOX LIGHT,17.0
JARDINS,MEDICINA ESTÉTICA,Julho,BOTOX POWER,107.0
JARDINS,MEDICINA ESTÉTICA,Julho,CO2 CICATRIZ,19.0
JARDINS,MEDICINA ESTÉTICA,Julho,CO2 COLO,1.0
JARDINS,MEDICINA ESTÉTICA,Julho,CO2 OLHEIRAS,1.0
JARDINS,MEDICINA ESTÉTICA,Julho,CO2 ROSTO,5.0
JARDINS,MEDICINA ESTÉTICA,Julho,DERMAROLLER,9.0
JARDINS,MEDICINA ESTÉTICA,Julho,ENZIMA MELASMA,2.0
JARDINS,MEDICINA ESTÉTICA,Julho,PEELING QUÍMICO,16.0
JARDINS,MEDICINA ESTÉTICA,Julho,PREENCHIMENTO,113.0
JARDINS,MEDICINA ESTÉTICA,Julho,PRÓ-LIPO,66.0
JARDINS,MEDICINA ESTÉTICA,Julho,PRÓ-MESO,3.0
JARDINS,MEDICINA ESTÉTICA,Julho,RADIESSE,19.0
JARDINS,MEDICINA ESTÉTICA,Julho,SCULPTRA,112.0
JARDINS,MEDICINA ESTÉTICA,Julho,SECAGEM,21.0
JARDINS,MEDICINA ESTÉTICA,Junho,BOTOX LIGHT,18.0
JARDINS,MEDICINA ESTÉTICA,Junho,BOTOX POWER,87.0
JARDINS,MEDICINA ESTÉTICA,Junho,CO2 CICATRIZ,1.0
JARDINS,MEDICINA ESTÉTICA,Junho,CO2 COLO,3.0
JARDINS,MEDICINA ESTÉTICA,Junho,CO2 ROSTO,6.0
JARDINS,MEDICINA ESTÉTICA,Junho,DERMAROLLER,8.0
JARDINS,MEDICINA ESTÉTICA,Junho,PEELING QUÍMICO,35.0
JARDINS,MEDICINA ESTÉTICA,Junho,PREENCHIMENTO,91.0
JARDINS,MEDICINA ESTÉTICA,Junho,PRÓ-LIPO,80.0
JARDINS,MEDICINA ESTÉTICA,Junho,RADIESSE,26.0
JARDINS,MEDICINA ESTÉTICA,Junho,SCULPTRA,63.0
JARDINS,MEDICINA ESTÉTICA,Junho,SECAGEM,2.0
JARDINS,MEDICINA ESTÉTICA,Maio,BOTOX LIGHT,10.0
JARDINS,MEDICINA ESTÉTICA,Maio,BOTOX POWER,99.0
JARDINS,MEDICINA ESTÉTICA,Maio,CO2 ROSTO,4.0
JARDINS,MEDICINA ESTÉTICA,Maio,DERMAROLLER,6.0
JARDINS,MEDICINA ESTÉTICA,Maio,PEELING QUÍMICO,9.0
JARDINS,MEDICINA ESTÉTICA,Maio,PREENCHIMENTO,118.0
JARDINS,MEDICINA ESTÉTICA,Maio,PRÓ-LIPO,93.0
JARDINS,MEDICINA ESTÉTICA,Maio,RADIESSE,32.0
JARDINS,MEDICINA ESTÉTICA,Maio,SCULPTRA,103.0
JARDINS,MEDICINA ESTÉTICA,Maio,SECAGEM,16.0
JARDINS,MEDICINA ESTÉTICA,Março,BOTOX LIGHT,6.0
JARDINS,MEDICINA ESTÉTICA,Março,BOTOX POWER,85.0
JARDINS,MEDICINA ESTÉTICA,Março,DERMAROLLER,8.0
JARDINS,MEDICINA ESTÉTICA,Março,PEELING QUÍMICO,17.0
JARDINS,MEDICINA ESTÉTICA,Março,PREENCHIMENTO,109.0
JARDINS,MEDICINA ESTÉTICA,Março,PRÓ-LIPO,56.0
JARDINS,MEDICINA ESTÉTICA,Março,PRÓ-MESO,9.0
JARDINS,MEDICINA ESTÉTICA,Março,RADIESSE,15.0
JARDINS,MEDICINA ESTÉTICA,Março,SCULPTRA,72.0
JARDINS,MEDICINA ESTÉTICA,Março,SECAGEM,18.0
JARDINS,MEDICINA ESTÉTICA,Novembro,BOTOX LIGHT,13.0
JARDINS,MEDICINA ESTÉTICA,Novembro,BOTOX POWER,67.0
JARDINS,MEDICINA ESTÉTICA,Novembro,CO2 MÃOS,3.0
JARDINS,MEDICINA ESTÉTICA,Novembro,CO2 ROSTO,21.0
JARDINS,MEDICINA ESTÉTICA,Novembro,DERMAROLLER,9.0
JARDINS,MEDICINA ESTÉTICA,Novembro,PEELING QUÍMICO,16.0
JARDINS,MEDICINA ESTÉTICA,Novembro,PREENCHIMENTO,93.0
JARDINS,MEDICINA ESTÉTICA,Novembro,PRÓ-LIPO,17.0
JARDINS,MEDICINA ESTÉTICA,Novembro,PRÓ-MESO,10.0
JARDINS,MEDICINA ESTÉTICA,Novembro,RADIESSE,9.0
JARDINS,MEDICINA ESTÉTICA,Novembro,SCULPTRA,40.0
JARDINS,MEDICINA ESTÉTICA,Novembro,SECAGEM,18.0
JARDINS,MEDICINA ESTÉTICA,Novembro,UP BUMBUM,1.0
JARDINS,MEDICINA ESTÉTICA,Outubro,BOTOX LIGHT,17.0
JARDINS,MEDICINA ESTÉTICA,Outubro,BOTOX POWER,127.0
JARDINS,MEDICINA ESTÉTICA,Outubro,CO2 CICATRIZ,13.0
JARDINS,MEDICINA ESTÉTICA,Outubro,CO2 COLO,4.0
JARDINS,MEDICINA ESTÉTICA,Outubro,CO2 OLHEIRAS,4.0
JARDINS,MEDICINA ESTÉTICA,Outubro,CO2 ROSTO,17.0
JARDINS,MEDICINA ESTÉTICA,Outubro,DERMAROLLER,12.0
JARDINS,MEDICINA ESTÉTICA,Outubro,GLÚTEO MAX,10.0
JARDINS,MEDICINA ESTÉTICA,Outubro,PEELING QUÍMICO,18.0
JARDINS,MEDICINA ESTÉTICA,Outubro,PREENCHIMENTO,109.0
JARDINS,MEDICINA ESTÉTICA,Outubro,PRÓ-LIPO,85.0
JARDINS,MEDICINA ESTÉTICA,Outubro,RADIESSE,11.0
JARDINS,MEDICINA ESTÉTICA,Outubro,SCULPTRA,85.0
JARDINS,MEDICINA ESTÉTICA,Outubro,SECAGEM,39.0
JARDINS,MEDICINA ESTÉTICA,Outubro,UP BUMBUM,2.0
JARDINS,MEDICINA ESTÉTICA,Setembro,BOTOX LIGHT,12.0
JARDINS,MEDICINA ESTÉTICA,Setembro,BOTOX POWER,76.0
JARDINS,MEDICINA ESTÉTICA,Setembro,CO2 CICATRIZ,1.0
JARDINS,MEDICINA ESTÉTICA,Setembro,CO2 OLHEIRAS,2.0
JARDINS,MEDICINA ESTÉTICA,Setembro,CO2 ROSTO,7.0
JARDINS,MEDICINA ESTÉTICA,Setembro,DERMAROLLER,1.0
JARDINS,MEDICINA ESTÉTICA,Setembro,PEELING QUÍMICO,15.0
JARDINS,MEDICINA ESTÉTICA,Setembro,PREENCHIMENTO,115.0
JARDINS,MEDICINA ESTÉTICA,Setembro,PRÓ-LIPO,80.0
JARDINS,MEDICINA ESTÉTICA,Setembro,RADIESSE,15.0
JARDINS,MEDICINA ESTÉTICA,Setembro,SCULPTRA,66.0
JARDINS,MEDICINA ESTÉTICA,Setembro,SECAGEM,12.0
JARDINS,ULTRAFORMER_III,Abril,ULTRAFORMER FULLFACE,57.0
JARDINS,ULTRAFORMER_III,Abril,ULTRAFORMER FULLFACE + PESCOÇO,1.0
JARDINS,ULTRAFORMER_III,Abril,ULTRAFORMER INTERNO COXA,1.0
JARDINS,ULTRAFORMER_III,Abril,ULTRAFORMER MAÇA DO ROSTO,7.0
JARDINS,ULTRAFORMER_III,Abril,ULTRAFORMER OLHOS,19.0
JARDINS,ULTRAFORMER_III,Abril,ULTRAFORMER PAPADA,51.0
JARDINS,ULTRAFORMER_III,Abril,ULTRAFORMER PESCOÇO,17.0
JARDINS,ULTRAFORMER_III,Agosto,ULTRAFORMER BRAÇO,1.0
JARDINS,ULTRAFORMER_III,Agosto,ULTRAFORMER FULLFACE,43.0
JARDINS,ULTRAFORMER_III,Agosto,ULTRAFORMER GLUTEO,1.0
JARDINS,ULTRAFORMER_III,Agosto,ULTRAFORMER MAÇA DO ROSTO,12.0
JARDINS,ULTRAFORMER_III,Agosto,ULTRAFORMER OLHOS,27.0
JARDINS,ULTRAFORMER_III,Agosto,ULTRAFORMER PAPADA,24.0
JARDINS,ULTRAFORMER_III,Agosto,ULTRAFORMER PESCOÇO,14.0
JARDINS,ULTRAFORMER_III,Fevereiro,ULTRAFORMER FULLFACE,33.0
JARDINS,ULTRAFORMER_III,Fevereiro,ULTRAFORMER FULLFACE + PESCOÇO,1.0
JARDINS,ULTRAFORMER_III,Fevereiro,ULTRAFORMER OLHOS,16.0
JARDINS,ULTRAFORMER_III,Fevereiro,ULTRAFORMER PAPADA,33.0
JARDINS,ULTRAFORMER_III,Fevereiro,ULTRAFORMER PESCOÇO,12.0
JARDINS,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE,49.0
JARDINS,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE + PESCOÇO,3.0
JARDINS,ULTRAFORMER_III,Julho,ULTRAFORMER FULLFACE + PESCOÇO + PAPADA,1.0
JARDINS,ULTRAFORMER_III,Julho,ULTRAFORMER MAÇA DO ROSTO,13.0
JARDINS,ULTRAFORMER_III,Julho,ULTRAFORMER OLHOS,22.0
JARDINS,ULTRAFORMER_III,Julho,ULTRAFORMER PAPADA,56.0
JARDINS,ULTRAFORMER_III,Julho,ULTRAFORMER PESCOÇO,26.0
JARDINS,ULTRAFORMER_III,Junho,ULTRAFORMER FULLFACE,34.0
JARDINS,ULTRAFORMER_III,Junho,ULTRAFORMER FULLFACE + PESCOÇO,1.0
JARDINS,ULTRAFORMER_III,Junho,ULTRAFORMER MAÇA DO ROSTO,5.0
JARDINS,ULTRAFORMER_III,Junho,ULTRAFORMER OLHOS,18.0
